id,subject_area,q,oa,ob,oc,od,oe
33a14993-f79a-53a9-86f8-fd4240ae9577,FIZIK,"Modern Atom Teorisi ile ilgili birçok bilim insanı çalışma yapmıştır. Bu bilim insanlarına; I. Erwin Schrödinger, II. Behram Kurşunoğlu, III. Isaac Newton örneklerinden hangileri verilebilir?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
1eea9005-70fa-5bf7-9a35-ee0d4897769b,BIYOLOJI,"İnsanda metabolizma sonucu oluşan $CO_2$'nin alveollere gelmesine kadar
I. oksijenle birleşmesi,
II. plazmada çözünmesi,
III. bikarbonat iyonuna $(HCO_3^-)$ dönüşmesi
olaylarından hangileri gerçekleşir?",Yalnız I,Yalnız II,Yalnız III,II ve III,"I, II ve III"
23f18aab-a51f-524e-ad9c-7c414b1d65e8,FIZIK,"Hava direncinin önemsiz olduğu ortamda serbest bırakılan bir cisim hareketinin son iki saniyesi içinde $80 \text{ m}$ yol alıyor. Buna göre, cismin yere düşme süresi kaç saniyedir? ($g = 10 \text{ m/s}^2$)",3,4,5,6,8
303fb397-dcf4-55dc-9062-c8db493d82d4,GEOMETRI,"ABD ve BCD üçgen, $|AD|=8$ cm, $|AB|=6$ cm, $|BD|=4$ cm, $|BC|=3$ cm, $|DC|=2$ cm olduğuna göre, I. $m(\widehat{ABD})=m(\widehat{BCD})$, II. $m(\widehat{BAD})=m(\widehat{DBC})$, III. $m(\widehat{ADB})=m(\widehat{BDC})$ ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
1deada29-d1e5-537f-b270-aa16c79ca515,MATEMATIK,$\sum_{k=1}^{10} \frac{k}{(k+1)!}$ toplamının sonucu kaçtır?,$1-\frac{1}{9!}$,$1-\frac{1}{10!}$,$1-\frac{1}{13!}$,$1-\frac{1}{12!}$,$1-\frac{1}{11!}$
604902d8-4044-5411-9c6c-a2b34db53409,BIYOLOJI,"İnsan vücudunda bulunabilen yağ çeşitleri şöyledir:
I. Nötral yağlar
II. Steroitler
III. Fosfolipitler
Bu yağ çeşitlerinin birer moleküllerindeki yağ asidi miktarları çoktan aza doğru aşağıdakilerin hangisindeki gibi sıralanır?",I - II - III,I - III - II,II - I - III,II - III - I,III - I - II
60a0081d-2901-584c-a66a-ee6ac93e4d18,BIYOLOJI,"Deneysel olarak beyin yarım küreleri tahrip edilen bir kurbağa, kann bölgesine asit damlatılırsa, iki bacağıyla birden asiti silmeye çalışır.
Bu hareketin yapılabilmesinde;
I. çevresel sinirlerdeki motor nöronların, iskelet kaslarını uyarması,
II. omurilikteki ara nöronların, gelen uyartıyı değerlendirerek motor nöronları uyarması,
III. beyin kabuğundaki bazı ara nöronların tepki oluşturması,
IV. beyincikten çıkan motor nöronların, bacak kaslarını uyarması
faktörlerinden hangileri etkilidir?",Yalnız III,I ve II,II ve III,III ve IV,"I, II ve IV"
1090dae5-32b7-5c8d-8a46-d966b1c0ac8f,KIMYA,"Yaşanılabilir, sağlıklı bir çevre için öncelikle çevreye zararlı kimyasal kirleticilerin etkilerinin azaltılması için çözümler üretilmelidir.
Aşağıdakilerden hangisi üretilen bu çözümlerden değildir?",Erozyonla mücadele edilmeli ve bitki örtüsü korunmalıdır.,Çevreye uygun tarım politikası geliştirilmelidir.,Marketlerde kâğıt kese yerine plastik torba kullanımı yaygınlaştırılmalıdır.,Sıfır atık projesi her alanda devreye sokulmalıdır.,Yenilenemeyen enerji kaynaklarının kullanımı azaltılmalıdır.
017f628c-0b95-52f8-979c-e1627e86b2dc,BIYOLOJI,"RNA çeşitlerinin sentezi sırasında
I. DNA'nın şifre vermesi,
II. RNA polimeraz enziminin görev yapması,
III. nükleotitler arasında fosfodiester bağlarının kurulması
olaylarından hangileri ortak olarak gerçekleşir?",Yalnız II,Yalnız III,I ve II,I ve III,"I, II ve III"
697b176d-07ca-52fa-a0b0-9c142216ea1c,KIMYA,$C_2H_5-C(=O)-O-CH_3$ bileşiği ile ilgili aşağıdakilerden hangisi yanlıştır?,IUPAC adı metil propanoattır.,Özel adı formik asidin propil esteridir.,Bütanoik asit ile fonksiyonel grup izomeridir.,Yoğun fazda molekülleri arasında hidrojen bağı içermez.,Hidroliz edildiğinde propanoik asit ve metanol elde edilir.
69c97c8a-65ce-579e-a83d-86b21791c072,MATEMATIK,"5 basamaklı $xxxxy$ sayısı 12 ile tam bölünebilirken, 5 ile bölündüğünde 1 kalanını vermektedir. Buna göre, $x$ kaç farklı değer alabilir?",2,4,5,3,6
6afe9fc8-06e6-5ccf-bbcd-4fbcb233dd11,BIYOLOJI,"Genotipi $AaBbCcDd$ şeklinde ve bütün genleri bağımsız olan bir canlıda, normal mayoz bölünmelerle aşağıdaki gametlerden hangisi oluşamaz?",$aBCD$,$ABbD$,$ABCD$,$aBcD$,$ABcD$
6b624f17-689b-5175-b922-3eef80af2825,KIMYA,"I. $CO_2$
II. $O_3$
III. $N_2$
Yukarıda verilen kimyasal türlerden hangileri element molekülüdür?",Yalnız II,Yalnız III,I ve II,II ve III,"I, II ve III"
44195d00-e964-52fc-a040-d65b8a3d581c,KIMYA,"Çözeltilerle ilgili, I. Çözücü ve çözünenin hacimleri toplamı çözeltinin hacmine eşittir. II. Çözücü ve çözünenin kütleleri toplamı çözelti kütlesini verir. III. Homojen karışımlara çözelti denir. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III
6d71ff62-4d91-5ac9-a40d-72b7c76e8105,KIMYA,Aşağıda verilen bileşiklerden hangisinin molekülleri arasında sadece London kuvvetleri vardır?,$HF(g)$,$CH_4(g)$,$H_2O(s)$,$NH_3(g)$,$HCl(g)$
3067ad21-9b1e-5850-bda3-cf6daf7e5fc7,MATEMATIK,"Bir sınıf, voleybol veya basketbol oynayan ve bu oyunları oynamayan öğrencilerden oluşmuştur. Bu sınıfta, voleybol oynamayan 22 öğrenci, basketbol oynamayan 19 öğrenci, voleybol veya basketboldan en çok birini oynayan 27 öğrenci vardır.
Bu sınıfta, bu oyunların hiçbirini oynamayan kaç öğrenci vardır?",34,28,17,14,12
6d866d1a-c6d8-5dfd-a6a8-ef204970b9e7,MATEMATIK,$\frac{5!+4!}{5!-4!}$ işleminin sonucu kaçtır?,$\frac{4}{3}$,$\frac{5}{4}$,$\frac{7}{2}$,$\frac{5}{2}$,$\frac{3}{2}$
6d99eb1c-4bab-5557-8870-59b5b0c28414,MATEMATIK,"2019 yılında iken yaşını hesaplayan biri 76 yaşında olduğunu hesaplamıştır. Bu kişi yaptığı işlemi kontrol ederken doğum yılındaki birler ve onlar basamaklarının yerini yanlışlıkla değiştirdiğini fark ediyor. Buna göre, bu kişinin gerçek yaşı kaçtır?",83,85,86,88,89
368cfd17-ac44-5f3f-9333-fde9a1f0a500,FIZIK,"Proton sayısı 64, nötron sayısı 61 olan bir atomun çekirdek yarıçapı kaç fermi'dir? ($r = 1,2.10^{-15} A^{1/3}$, 1 fermi = $10^{-15}$ m'dir)","4,8","6,0","2,4","3,6","9,0"
3e96b94d-dcb5-568a-83ea-6c166ae44cf9,KIMYA,"1. $2X_{(g)} + Y_{(g)} \rightarrow Z_{(g)}$ (yavaş) $k_1 = 3 \cdot 10^{-5} mol/s$
2. $T_{(g)} + Z_{(g)} \rightarrow 2Q_{(g)}$ (hızlı) $k_2 = 1 \cdot 10^{-4} mol/s$
İki basamakta gerçekleşen ve basamakları yukarıda verilen reaksiyonun hızını artırmak için sabit sıcaklıkta;
I. 2. kademeyi hızlandıracak katalizör kullanılmalı.
II. $X_{(g)}$ ilave edilmeli.
III. $Y_{(g)}$ ilave edilmeli.
işlemlerinden hangileri ayrı ayrı yapılmalıdır? (k: Reaksiyon hızı)",Yalnız I,Yalnız II,Yalnız III,II ve III,"I, II ve III"
6f3cc434-3628-5132-86ae-090ba95a4a20,FIZIK,"Günlük hayatta gözlemlediğimiz bazı olaylar aşağıdaki gibi ifade edilmiştir.

I. Su dolu havuza taş attığımızda, su içinde dalgaların oluşması
II. Üzerinden akım geçen bir telin, etrafına konulan pusulanın sapması
III. Yarı iletken teknolojisi ile üretilen led ışıkların kullanılması

Buna göre, bu olaylar fiziğin hangi alt dallarıyla ilgilidir?","Katıhal fiziği, Mekanik, Termodinamik","Mekanik, Mekanik, Elektromanyetizma","Optik, Elektromanyetizma, Atom fiziği","Mekanik, Elektromanyetizma, Katıhal fiziği","Atom fiziği, Nükleer fizik, Katıhal fiziği"
6f58ebb3-0dfa-5087-9d96-6e33a6461c57,FIZIK,Çembersel hareket yapan bir cismin yörünge yarıçapı sabit olacak şekilde çizgisel sürati artırılıyor. Buna göre aşağıdakilerden hangisi gerçekleşmez?,Açısal hızı artar.,Periyodu azalır.,Frekansı artar.,Cisme etki eden merkezcil kuvvet artar.,Cismin yarım periyofluk sürede hız değişimi sabit kalır.
d7668f48-4401-563d-97da-172f1a5a92ae,GEOMETRI,Analitik düzlemde $(x+1)^2 + y^2 = 25$ ve $(x-5)^2 + (y-8)^2 = 16$ çemberleri üzerinde birbirine en yakın iki nokta arasındaki uzaklık kaç birimdir?,1,2,3,4,5
5213acac-4a39-5e44-9967-c938454ec8a5,FIZIK,Kışın dağ evine giden Büşra evin pencerelerindeki cam kısmına dokunduğunda tahta kısmından daha soğuk olduğunu hissediyor. Büşra'nın aynı ortamda uzun süre kalan pencerenin cam ve tahta kısmının sıcaklığını farklı hissetmesinin nedeni aşağıdakilerden hangisidir?,Camın genleşme katsayısının büyük olması,Camın genleşme katsayısının küçük olması,Tahtanın genleşme katsayısının büyük olması,Camın ısı iletkenliğinin büyük olması,Tahtanın öz kütlesinin küçük olması
7b9d30ec-cee2-55e6-877d-bb529829500b,KIMYA,"$BaCl_2$ tuzunun suda çözünme denklemi, $BaCl_2(k) \rightleftharpoons Ba^{2+}(suda) + 2Cl^{-}(suda) \quad \Delta H > 0$ şeklindedir. Buna göre katısı ile dengedeki $BaCl_2$ çözeltisine; I. su eklemek, II. sıcaklığı artırmak, III. katı $NaCl$ ekleyip çözmek işlemlerinden hangileri uygulanırsa $BaCl_2$'nin çözünürlüğü azalır?",Yalnız I,Yalnız III,I ve II,II ve III,"I, II ve III"
30c9bf4e-9077-5cf7-8a4c-af29ed829c2b,FIZIK,Hava sürtünmesinin önemsenmediği bir ortamda yerden $48 \text{ m}$ yükseklikte bulunan çatıdan birer saniye aralıklarla yağmur damlaları ayrılmaktadır. İlk damla yere çarptığı anda havada kaç tane damla hareket hâlindedir? ($g=10 \text{ m/s}^2$),6,5,4,3,2
cf011005-3801-5e1a-bce8-78a44b418ad8,SOSYAL,"Doğa filozofları; görünüş ve gerçeklik arasında bir ayrım yaparak görünüşün arkasındaki gerçekliğe, çokluğun ardındaki birliğe ulaşmaya çalıştı. Onlar, tüm varlıkların arkasındaki bir birliğe ""arkhe"" adını vererek onun ne olduğunu sorguladı. Thales suyu, Anaksimenes havayı, Empedokles ise toprağı, su, havayı ve ateşi; oluşun dört ana maddesi, evrenin arkhesi olarak belirledi. Platon ise düşüncesinin merkezine doğaya ait unsurlar yerine ""ideal"" adı verilen ve asıl varlıklar olarak gördüğü kavramsal nesneleri yerleştirerek felsefe tarihinde yeni bir dönemi başlattı.

Buna göre Platon'u doğa filozoflarından ayıran özelliği aşağıdakilerden hangisidir?",Dünyayı duyu dünyasına ait olmayan unsurlarla açıklaması,Evrenin göründüğü gibi olduğuna inanması,Birliğin değil çokluğun felsefesini yapması,Doğanın insan zihninin bir ürünü olduğunu düşünmesi,Ayrımları reddederek zıtlıkları uzlaştırmaya çalışması
7469597c-3060-5c88-a34d-c3da73eb635b,KIMYA,"Esterlerle ilgili,
I. Genel formülleri $C_nH_{2n}O_2$ dir.
II. Aynı karbon sayılı monokarboksilik asitlerle izomerdirler.
III. En küçük üyesi iki karbonludur.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
37dbbca4-4726-5262-99a2-fd12987ea150,KIMYA,"Yalnız karbon (C) ve hidrojen (H) oluşan X, Y ve Z bileşikleri ile ilgili şu bilgiler veriliyor:
• X beş karbonlu bir sikloalkandır.
• Y altı karbonlu bir alkadiendir.
• Z fenil grubuna bağlı bir tane $-CH_3$ grubu bulunduran aromatik bir bileşiktir.
Buna göre; X, Y ve Z bileşiklerinin kapalı formülleri aşağıdakilerin hangisinde doğru gösterilmiştir?","X: $C_5H_{10}$, Y: $C_6H_{10}$, Z: $C_7H_8$","X: $C_5H_{12}$, Y: $C_6H_{12}$, Z: $C_7H_8$","X: $C_5H_{10}$, Y: $C_6H_{10}$, Z: $C_7H_9$","X: $C_5H_{12}$, Y: $C_6H_{10}$, Z: $C_7H_8$","X: $C_5H_6$, Y: $C_6H_{12}$, Z: $C_7H_9$"
413ccdbd-3cdb-5594-a187-e8fad415ea79,EDEBIYAT,"Düşümde gördüm seni benli güzel
Hayatımın her ânı senle güzel
Seni bana çeker görünmez bir el
Gönül dağında sevda yeli eser
Gözyaşlarım çağlar, sensiz olur sel
Bu dizelerle ilgili aşağıdakilerden hangisi yanlıştır?",11'li hece ölçüsüyle yazılmıştır.,Uyağa yer verilmiştir.,Pastoral şiir türünden alınmıştır.,Düz kafiye şeması kullanılmıştır.,Birden fazla edebi sanattan yararlanılmıştır.
d7047e20-b426-5cf4-af6a-4025e605be56,BIYOLOJI,Fotosentezin ışığa bağımlı evre reaksiyonlarında aşağıdaki olaylardan hangisi gerçekleşmez?,Klorofilin ışığı soğurması,Oksijen üretilmesi,Suyun ayrıştırılması,ETS'nin görev yapması,NADPH'ın yükseltgenmesi
74af652c-f77f-5816-8368-08a53544a585,KIMYA,$Pb + HNO_3 \rightarrow Pb(NO_3)_2 + NO + H_2O$ Yukarıdaki redoks tepkimesi ile ilgili aşağıdakilerden hangisi yanlıştır? A) $HNO_3$ yükseltgendir. B) En küçük tam sayılarla denkleştirildiğinde suyun katsayısı 4 olur. C) NO bileşiğinde N atomunun yükseltgenme basamağı $2+$'dir. D) 1 mol $HNO_3$ bileşiği 3 tane elektron almıştır. E) $Pb(NO_3)_2$ yükseltgenme ürünüdür.,HNO_3 yükseltgendir.,En küçük tam sayılarla denkleştirildiğinde suyun katsayısı 4 olur.,NO bileşiğinde N atomunun yükseltgenme basamağı $2+$'dir.,1 mol $HNO_3$ bileşiği 3 tane elektron almıştır.,$Pb(NO_3)_2$ yükseltgenme ürünüdür.
74afa7e8-11bc-53b4-8d59-ca9e5bc0d5f3,GEOMETRI,"Bir ABCD dörtgeninde $|AB| = |AD| = 10$ cm, $|BC| = |CD| = 17$ cm, $|BD| = 16$ cm'dir. Yukarıdaki verilere göre, $A(ABCD)$ kaç $cm^2$'dir?",144,148,156,164,168
1f6abebb-501e-5023-bf2b-2bbf7d5aca7c,FIZIK,"Aşağıda günlük hayatta gerçekleşen bazı olaylar ile ilgili yorumlar yapılmıştır. I. Formula-1 yarışında öndeki aracı geçmek için hızlanan aracın ivmesi sıfırdır. II. Doğrusal bir ray üzerinde hareket eden bir vagonun aldığı yol, yer değiştirme büyüklüğünden fazladır. III. 2 saniyede 10 metre yol alan bir aracın hızı $5 \text{ m/s}$'dir. Buna göre, bu yorumlardan hangileri kesinlikle yanlıştır?",Yalnız I,Yalnız II,Yalnız III,I ve II,I ve III
2b372c45-689f-5ebf-a6d8-bfc9fe9a37fc,KIMYA,"$H_2O(s) + \text{ısı} \rightleftharpoons H^+(suda) + OH^-(suda)$ denklemine göre sıcaklık bir miktar artırıldığında arı suyun, I. İyonlaşma sabiti ($K_w$) II. İyonlaşma yüzdesi III. pH değeri niceliklerinden hangileri artar?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
768b7029-3240-5d37-bbe1-b42d2f173bcc,KIMYA,"$CH_3-COOH$
$CH_3-COOH$
Yukarıda verilen bileşikle ilgili,
I. Dikarboksilik asittir.
II. Bütandioik asittir.
III. Sulu çözeltisinin pH değeri 7 den büyüktür.
yargılarından hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
ff9edbbc-304e-541c-bbdd-e5eeeae3367f,KIMYA,"$C_xH_y$ gazının normal koşullardaki yoğunluğu $1,25 \text{ g/L}$'dir. Buna göre, bu gazın molekül formülü aşağıdakilerden hangisi olabilir? (H: 1, C: 12)",$C_2H_2$,$C_2H_4$,$C_2H_6$,$C_3H_4$,$C_3H_8$
31ccd014-3adb-55e6-8bc3-c134fe02d25b,KIMYA,"Öz kütlesi $1,2 \text{ g/mL}$ olan NaOH sulu çözeltisinin $100 \text{ mililitresinde } 20 \text{ gram NaOH}$ bulunmaktadır. Çözeltideki su kütlesinin %20'si buharlaştırılırsa son durumda çözeltinin kütlece % derişimi kaç olur?",40,20,16,10,8
081c8d62-be57-5ef7-8114-6edd02e98306,KIMYA,"Kapalı bir kapta gerçekleşen $COCl_2(g) + O \text{ kJ} \rightleftharpoons CO(g) + Cl_2(g)$ denge tepkimesine;
I. sıcaklığı yükseltmek,
II. aynı sıcaklıkta $COCl_2$ eklemek,
III. aynı sıcaklıkta tepkimeyi bulunduğu 2 litrelik kaptan 4 litrelik kaba aktarmak
işlemlerinden hangileri uygulanırsa denge sabiti artar?",Yalnız I,Yalnız II,Yalnız III,I ve II,I ve III
5f7171ce-fe52-5779-950a-4e1a6c5df5e4,BIYOLOJI,Doğadan rastgele seçilen bir bitki türünün aşağıdaki özelliklerden hangisine sahip olma ihtimali en yüksektir?,Eti meyveye sahip olma,Odunsu gövdeye sahip olma,Çiçeğe sahip olma,Tohumunda birden fazla çenek bulundurma,Selüloz yapılı hücre duvarına sahip olma
33038e38-d2f3-53f8-ab30-2f80db1a4e94,FIZIK,"Düzgün çembersel hareket ile ilgili,
I. Cisme etki eden net kuvvet hıza daima diktir.
II. Cismin hızı sabittir.
III. Cismin sürati sabit olduğu için cisme etki eden net kuvvet sıfırdır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
9dc0a976-0d22-57e5-820a-d5c8a3f4e0ee,KIMYA,"Normal koşullarda bulunan $0,5$ mol $\text{Br}_2$ sıvısı ile ilgili, I. Avogadro sayısı kadar Br atomu içerir. II. $80$ gramdır. III. $11,2$ L hacim kaplar. ifadelerinden hangileri doğrudur? (Br: $80$ g/mol)",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
ceac7111-ba19-56d2-bf23-c703bf83846a,FIZIK,"Hava sürtünmesinin önemsiz olduğu bir ortamda yerden $h$ kadar yükseklikte bulunan bir cisim $v$ büyüklüğündeki hızla yatay olarak fırlatılıyor.
Buna göre cismin hızı ve ivmesine ilişkin aşağıda verilenlerden hangisi doğrudur?","Yatay ve düşey hızı birlikte artar, ivmesi değişmez.","Yatay hızı değişmez, ivmesi ve düşey hızı artar.","İvmesi değişmez, yatay hızı artar, düşey hızı azalır.","Yatay hızı ve ivmesi değişmez, düşey hızı artar.",Üçü de artar.
2ef96613-afb8-5b1a-a320-657571a79c80,TURKCE,"Aşağıdakilerin hangisindeki cümle, ayraç içindeki kipin anlamını karşılamamaktadır?","Avrupa'nın kuzeyinde günler daha uzun, dolayısıyla geceler kısa oluyor. (Şimdiki zaman)","İskandinavya'nın mütevazı güzelliğini listenize koyun, pişman olmayacaksınız. (Gelecek zaman)","14 bin kişi kapasiteli bu salon, şehrin 350. kuruluş yıl dönümü için yapılmış. (Öğrenilen geçmiş zaman)","Yağmura razıyken birkaç gün sonra kar da yağdı, çocukları bu duruma çok sevindi. (Görülen geçmiş zaman)","Bu kitaplarımdan gerekli notları çıkarmış, raporları da haftasonuna kadar yetiştirmişim. (Gereklilik)"
32b932f4-2318-5997-abbf-7dd14f63cacc,MATEMATIK,"Halkoyunları ve tiyatro kurslarından en az birine katılanlardan oluşan 29 kişilik bir sınıfta, yalnız halk oyunları kursuna 9 kişi, yalnız tiyatro kursuna 7 kişi katılmaktadır. Buna göre, her iki kursa da katılan kişi sayısı kaçtır?",8,10,11,13,15
615a3c66-51e8-52f0-9dfd-5163e0e05759,BIYOLOJI,"""Bir çeşit steroid çeşidi olan .... hayvan hücrelerinde .... yapısına katılır. Hücre zarının geçirgenliği ve dayanıklılığı konusunda etkilidir. Ayrıca diğer steroidlerin sentezlenmesine de öncülük eder. Ancak .... hücrelerinde zar yapısına katılmaz. Omurgalılarda .... isimli organda sentezlenir ve besinlerle vücuda alınabilir. İnsanın kanında sürekli normal sınırların üzerinde olması kalp ve damar hastalıklarına neden olur."" Bir steroid çeşidiyle ilgili verilen bu parçadaki boşluklara aşağıdakilerden hangisi yazılamaz?",hücre zarı,fosfolipit,karaciğer,bitki,kolesterol
330ec45e-a927-5340-90ad-3d10f6dc9d82,MATEMATIK,"$xy$ iki basamaklı doğal sayı olmak üzere, $xy = 5 ullet y$ eşitliği veriliyor. Buna göre, $xy$ sayısı kaçtır?",21,22,23,24,25
275ab47f-9dc3-570c-8c7c-c62e28755615,MATEMATIK,"$k$ bir reel sayı olmak üzere, $f(x) = -(x-1)^2 + k$ karesel fonksiyonunun alabileceği en büyük değer $9$'dur. Buna göre, $f$ fonksiyonunun sıfırlarının çarpımı kaçtır?",-12,-10,-9,-8,-6
334b9fb7-b3d6-503c-9e32-7b343b8160c7,KIMYA,"Eşit sayıda C atomu içeren CH$_{4}$ ve C$_{2}$H$_{4}$ gazlarından oluşan bir karışım 18 gramdır.
Buna göre, karışımda toplam kaç mol H atomu bulunur? (C:12, H:1)","0,9","1,5","2,4","3,6","4,8"
29547773-5496-56ac-9999-d3ccef37f109,MATEMATIK,"$y = x^2 - 3x$ parabolü ile $y = x + 1$ doğrusunun koordinat düzleminde kesiştikleri noktaların $x$ ekseni üzerindeki dik izdüşümleri $x_1$ ve $x_2$ apsisli noktalar olduğuna göre, $|x_1 - x_2|$ ifadesinin değeri kaçtır?",$\sqrt{2}$,$2\sqrt{3}$,$2\sqrt{5}$,5,$4\sqrt{2}$
34f60a43-4323-5c4b-9430-e987ffba3332,BIYOLOJI,Aşağıda verilenlerden hangisi RNA çeşitlerine ait özelliklerden biri değildir?,Tek zincirli olma,Amino asit bulundurma,Urasil nükleotidi taşıma,DNA üzerinden sentezlenme,Riboz şeker bulundurma
6a5fce95-a485-5900-95fe-5b39c0928c36,FIZIK,$(Tesla \times metrekare)$ aşağıdaki fiziksel büyüklüklerden hangisinin birimidir?,Manyetik alan,Manyetik akı,Manyetik kuvvet,Elektrik alanı,Elektriksel potansiyel
6a802bf2-3ebe-5640-b0d6-8790ef899d23,MATEMATIK,"I. $1 \land 0$
II. $0 \lor 1$
III. $0 \lor 1$
IV. $1 \to 0$
önermeleri aşağıdaki sıralamalardan hangisine sahip olursa doğruluk değerlerinin sıralaması $1,0,1,0$ dır?","I, II, III, IV","I, III, II, IV","III, I, II, IV","IV, II, I, III","II, III, IV, I"
6aa6d2ba-f3d1-5de6-abd8-2dd02c8cf7bb,KIMYA,"Sıvılaştırılmış Petrol Gazı (LPG): Ham petrolün rafineri ile işlenmesi sırasında veya petrol yataklarındaki doğal gazın ayrışması ile elde edilir. Bütan ve propan gazlarından oluşan bu madde basınç altında sıvılaştırılarak depolanır. Sıvılaştırılmış Doğal Gaz (LNG): Yaklaşık olarak %90'ı metandır ve yanında etan, propan ve bütan hidrokarbonlarını içeren yakıt türüdür. Buna göre LPG ve LNG gazları ile ilgili aşağıdaki yargılardan hangisi yanlıştır?",Yüksek basınçta sıvı hâle gelen gaz karışımlarıdır.,Sıvılaştıklarında hacimleri arttığı için taşınmaları kolaylaşır.,Her ikisi de yanıcı madde olduğu için günümüzde yakıt olarak kullanılırlar.,Sıvılaştırılmış doğal gaz (LNG) günümüzde ısınma amaçlı kullanılan bir gaz karışımıdır.,Sıvılaştırılmış petrol gazı (LPG) otomobillerde yakıt olarak kullanılmaktadır.
